State,Name,Website,Description
MI,Michigan REAL Enterprises,http://www.sbea.mtu.edu/sbe/REAL/index.html,"Focus: Experiential entrepreneurship education for elementary, middle, and high schools, as well as community colleges and adult entrepreneurship programs. Also adaptable for after-school, out-of-school, and camp contexts.

Geographic Area: Michigan

Products and Services: Comprehensive professional development program for instructors (institutes, in-service seminars, site visits); experiential, activity-based entrepreneurship curricula with integrated technology and student workbooks for high school/post-secondary (""REAL entrepreneurship"") and elementary/middle schools (""Mini/Middle REAL""); materials and support for establishing successful local programs; targeted entrepreneurship development modules for displaced workers; evaluation and documentation of student demographics, learning outcomes, and business development results; School-Based Enterprise module/training.

Age Level: Children (grades 5-8), youths (grades 9-12), and adults of all ages

Key Partners: National REAL Enterprises, Michigan Tech University. At the local level: entrepreneurs, small business assistance providers, and community development advocates through a community support team created by each local program.

Abstract: Founded in the early 1980s, REAL Enterprises' mission is to help individuals, schools, communities, and rural America grow through hands-on entrepreneurship education. REAL is committed to preparing youths and adults to be active, self-sufficient, and productive citizens and effective contributors to community and economic development by: creating and sustaining a national network of dynamic entrepreneurship educators supported by effective member organizations, providing high-quality hands-on entrepreneurship curriculum and training for K-16 educators; advocating for experiential education and entrepreneurship; and documenting REAL's effectiveness for students and teachers. REAL serves and supports schools and teachers through nonprofit national and member organizations throughout the United States, six of which serve states in the ARC service region.

How it Works: At the high school/post-secondary level, REAL guides students through the process of creating small businesses of their own design. The process includes:

self-assessment to determine students' potential and existing marketable strengths
community analysis to identify needs and trends in the local economy
researching/writing a comprehensive business plan for a student's chosen enterprise
start-up support for participants who choose to open and operate enterprises.
A community support team of entrepreneurs and others from the local community assists each local program. REAL has been successfully integrated into existing post-secondary degree/certificate programs and has demonstrated its ability to create successful businesses.

In elementary and middle schools, Mini/Middle REAL helps students explore entrepreneurship in the context of a fully functioning in-school community (with a ""Merchant's Mall,"" government, revenue, and court system), understand the economic implications of career and lifestyle choices, and apply entrepreneurial practices to school-based enterprises and community needs."
MI,SouthField-Lathrup Senior High School,none listed,"Geographic Area: Michigan

Age Level: 9th-12th Grade

Abstract: As a recipient of the Kauffman Entrepreneurship Chapter grant, this high school has added Entrepreneurship as one of the electives of their very popular Marketing program for high school students. The program runs a school store that has been expanded into a coffee shop."
MI,"Western International High School
Office Technology and Entrepreneurship",none listed,"Focus: High school business education program

Abstract: Western International High School is a multi-cultural high school located in Southwest Detroit. It is located in an Empowerment Zone district. Students in grades 10 - 12 must complete a basic business course before acceptance in the Office Technology Program. The Office Technology program provides students with computer and office occupation skills that wil enable them to operate a small desktop publishing business, or obtain entry-level employment in the office occupation field.

The program provides students with the necessary skills to successfully manage and operate a small business upon graduation from high school. The students create a business plan and that plan is the basis for the desktop publishing business. In addition to operating a desktop publishing firm, the curriculum enables students to utilize previously learned computer application skills and to enhance those skills."
MN,"Humboldt Senior High School
H.A.W.K (Humboldt Agricultural Working Kids) Company—Product Development",http://www.spps.org/Humboldt/home.html,"Focus: Entrepreneurship project-based opportunity for urban youth

Age level: Grades 9–12

Abstract: H.A.W.K. Company is an entrepreneurship project-based opportunity for urban youth to research, develop, produce, and sell a value-added agricultural product. It is team-taught by both a family and consumer sciences instructor and a science teacher/facilitator, with cooperation from every department in the school, which gives the course a truly cross-disciplinary approach. Each teacher involved brings a unique business perspective to the course. The students operate the company based on directives from their elected board of directors, which has participation from school administration, the school board, the community, parents, students, and business partners. The class meets six of the Minnesota Graduation Standards over a three-year period.

Special students served include inner-city, urban youth grades 9 through 12, with 78 percent persons of color equally distributed between Hispanic, African American, and Asian; multicultural and diverse; 75 percent free and reduced- lunch recipients; cross-section of regular and special-needs students; difficult to motivate students and underachievers. A great group of students to work with!

Students have developed salable products including dill dip, salsa mix, soybean snack mix, and native flowers. They intend to build the program to the extent where any student can develop their own idea for a product to be brought to market. They want to share their ideas, thoughts, and findings from this coursework by attending or demonstrating their knowledge at conferences, conventions, and meetings, or by Web sites, videoconferencing, and other technologies. Students are developing lifelong business skills with this project based class."
MN,Susan B Anthony Community Middle School,none listed,"Focus: Middle school entrepreneurship course

Abstract: This is the third year that the Owning Your Own Business class has been offered as a semester elective at Anthony Middle School, which is part of the Minneapolis Public School System. Each class has served as least 25 students. The main curriculum used comes from NFTE (National Foundation for Teaching Entrepreneurship) materials.

Local entrepreneurs are invited in weekly to speak to students and answer their questions. Every student is required to complete their own business plan and present their plan to a panel of judges from the community. A local business called MEDA (Metropolitan Economic Development Association—a nonprofit organization that helps adults start their own business—provides volunteers to act as consultants to the students.

Students learn the basic skills required to complete a business plan, as well as negotiating and bookkeeping skills. In addition, students learn how to calculate costs and expenses and how to manage their time and market their business ideas. Students not only learn the basics of starting a business but also have the opportunity to develop their communication and presentation skills, as they are required to verbally and graphically present their business plan. With the help of the financial services community, students visit the trading floor of a major brokerage firm and have a segment on basic investing. Students also play a stock market game by selecting stocks and monitoring their investments.

Presently the OYOB program is the only entrepreneurship program being taught at any level in the Minneapolis Public School System. This program requires substantial additional outside funding, as we receive no money from Minneapolis Public Schools. All funding comes from the business community; we are required to raise all funds needed to teach this program. I have done so by writing grants and explaining my program to members of the business community. In the long term, I would like to be a mentor for teachers in the Minneapolis school district who are interested in teaching entrepreneurship."
MN,Women in Community Service,www.wics.org,"Focus: Economically disadvantaged youth

Products and Services: Training

Age Level: Youths interested in starting a business

Key Partners: Community-based volunteer program

Abstract: This entrepreneurial training program is a part of the services of a community-based organization called Women in Community Service. It attracts economically disadvantaged youth, including but not limited to students who have been in the federal Job Corps program.

The program is designed to teach entrepreneurial skills as well as provide an incubator-type setting, where applicable, to develop products and services for the participants to market. It emphasizes becoming involved in community groups such as Toastmasters, BPW, Jaycees, etc., to develop additional marketing skills. The program provides resources on an ongoing basis."
MO,Carthage Technical Center,www.carthage.k12.mo.us/tc/,"Abstract: Carthage Technical Center is located in the heart of Carthage, Missouri. Carthage is a relatively small community of 12,000 people located in the southwest corner of the state where the grassland prairies meet the traditional Ozark uplands. Carthage Technical Center serves our own high school population as well as students from Avilla, Jasper, and Webb City. Carthage R-9 is also comprised of a junior high school, and five elementary schools, grades K-6. Our school district enrollment totals 3,898.

Students come largely from families of blue-collar workers and a large percentage of those students are employed to help with family support. The makeup of our community at present is heavily industrial and agricultural. Carthage is the home of Leggett & Platt's world headquarters and 40 other much smaller industries. At the present time our Technical Center staff, along with Advisory Committees for each of our programs, is looking for ways to retain the ""cream"" of our graduating crop. We feel that this could be accomplished by offering hands-on experience in a school-based business and continued instruction of an entrepreneurial nature.

""TigerGear"" became my entrepreneurship students' business of choice for a way to ""connect"" with the student body, community, faculty, administration, and athletes. The lack of ""Spirit"" gear and products was a noticeable hole in our school culture. This group of students started with an idea and worked through the entrepreneurial concept from inception to culmination. They also designed and devised an online catalog our district allowed to be placed on the district website."
MO,Clayton High School,http://www.chs.clayton.k12.mo.us/academic/PracArts/PABus.htm,"Focus: high school program

Abstract: The goal of the Clayton School District is to recognize individual differences and to provide each child with a positive and complete educational experience. The district participates in the voluntary transfer program with the City of St. Louis. Clayton High School serves a diverse population of students that includes children who speak 28 different languages and originate from 30 different countries. This is due in part to the presence of a major university, a college, and a seminary within the District's boundaries. Entrepreneurship serves this diverse population. The class is a mixture of various races and nationalities. It also serves Special School District and English as Second Language students.

Most students may not start their own business but I still feel that it is essential that they be exposed to the idea and learn what is involved. This experience will help them have a better understanding of business. For this class, all of my students prepare a prospectus to start a new business. They go through the entire process from selecting a location, to developing a product, studying the market, identifying customers, selecting location, looking at legal restrictions, developing promotion, and determining financing.

Clayton's program is quite unique. The class meeting schedule is different from most schools. All classes are one semester in length. All the students enrolled in a particular class meet together one morning before school. Students then come to small group sessions during their lunch hour on either A or B days. This type of scheduling allows for great flexibility when working with the students as a whole group or working with a small group of students in the informal lunch sessions (students bring in their lunch and eat during class). This type of schedule was initiated because it was difficult for students to fit the classes into their schedule. 98% of the students who graduated from CHS in 2000 went to college and a majority of our students take AP/Honors courses. In 2000, 289 AP tests were taken with 86% passing with a score of 3, 4, or 5. (Leading Educational Indicators of Student Success, 1999-2000 Assessment Study, Clayton School District) This type of flexible schedule allows students to take the courses in our program.

Several of my students have actually used their prospectus to gain financing and are now operating their own business. Another way that the impact of our program on student achievement can be seen is through the college admissions and career selections of our students. As previously stated, 98% of our students went on to college. Of the students enrolled in our program last year, all students were admitted to college and the vast majority of those students were intending to declare business as their major.

My program was also featured as a cover story on Channel 5. This generated a great deal of discussion in the community and many positive responses from parents. In the story, I was interviewed about the program, my classroom and its activities were featured, and individual students were also interviewed.

Another innovative activity that is conducted is the New York Field Trip. The philosophy of our trip is to provide students with meaningful access to the leading professionals in the marketing, management, and entrepreneurship fields, as well as exposure to the realities of the business environment. The purpose of the trip is to educate and enrich students by effectively extending the realm of the classroom. The trip that we take includes seminars and workshops with some of the world's leading designers, boutique owners, and store owners. All the seminar leaders are open and honest about the realities of their field in terms of salaries, competition, training required and career opportunities. Students come away from the seminars with very deep and rich impressions of the various entrepreneurial opportunities. In some cases, students have determined more clearly whether or not they would like to pursue a certain career.

We also work with the AAJM Management Association, Xerox, and the St. Louis Rams Foundation to take students on field trips and seminars through the Future Executives program. Students participate in a monthly activity where they have the opportunity to gain a better understanding of business needs and see on an individual basis how business functions on a day-to-day basis. Students visit with entrepreneurs at both large and small businesses."
MO,"Crowder College 
Student Corporation... Organized, Directed, and Operated by Students!",none listed,"Focus: Community college multidisciplinary program

Geographic Area: Crowder Community College District

Products and Services: Varies depending on the resources available and the needs of the college

Age Level: College students

Abstract: Crowder College administration and faculty joined to create the framework for a company organized and operated by students from all areas on campus. This multidisciplinary approach includes programs with the following types of degrees: associate of arts, associate of science, associate of applied science, and certificate programs."
MO,Drury University,http://www.drury.edu/section/section.cfm?sid=49,"Abstract: Students in Free Enterprise, Breech School of Business Administration and Edward Jones Center for Entrepreneurship and Innovation are our three programs that have an Entrepreneurship element/focus and serve K-12 and undergraduate and graduate college students.

I have been a faculty advisor for a Students in Free Enterprise (SIFE) team for 15 years and began Drury's team. I am currently the Director of our Breech School of Business that houses 600 plus majors and has a required course in entrepreneurship that I frequently teach. Finally, we've recently added an Entrepreneurship Center that I helped create, including acquiring the naming gift and working with key individuals to launch the Center. The Center is home of our interdisciplinary minor in Entrepreneurship and our MBA program that has an Entrepreneurship concentration. I also work with our Edward Jones Minority Scholars who all minor in Entrepreneurship.

Drury's SIFE team has won three SIFE USA National Championships and has helped thousands of people from numerous countries. Their current work includes an entrepreneurial endeavor to help impoverished people around the globe manufacturer and sell a source for clean drinking water. To date, this project has been implemented in at least 5 countries with more on the horizon. Additionally, the team has pioneered collegiate incubation and hosts a large non-profit incubator on its campus. The team conducts approximately 40 projects each year, with many, if not a majority, of them containing an entrepreneurship emphasis.

The Edward Jones Center for Entrepreneurship is fairly new, originating in 2007, but has already started to impact the campus culture and the surrounding areas. In addition to the Minority Scholars program referenced earlier, the Center is currently helping to host the University's Convocation Series this year, consisting of nationally-known speakers in the area of Entrepreneurship and Innovation. Additionally, the Center has provided a workshop for non-business faculty to help them implement entrepreneurial ideas in their curriculum and has ambitious plans for future expansion."
MO,First Step Fund,www.firststepfasttrac.org,"Abstract: The First Step FastTrac program, developed by the Kauffman Foundation, assists prospective small business owners in determining the feasibility of their business idea and writing a basic plan for that business. Its focus on feasibility makes it particularly useful in the community college and high school setting, as it establishes an informed decision making process that participants can use for any business opportunity. It is a perfect companion to a technical education program. Many of those participants do not want to start their own business immediately after graduation, and thus lack the motivation to complete a full business plan. However, the feasibility plan allows them to ""know what they will need to know"" when and if they do want to start a business.

Over 100 sites are certified in its use across the US. Built on a highly interactive format, the 33 hour program can easily be expanded into a sixteen week curricula and used as a for credit or non-credit course at the community college level. It is based on an eighth grade literacy level, making it more accessible for a wider audience than many of the business texts available."
MO,Francis Howell High School,www.fhsds.k12.mo.us,"Business Entrepreneurship (formerly Business Enterprise) is a program for juniors and seniors from a broad range of socioeconomic and cultural backgrounds and many of the students are interested in some form of business as a career. We have a mix of high achieving students and those with lower GPAs and have learned that grades are not necessarily a factor in the success of someone interested in becoming an entrepreneur.

The primary goal for this program (course) has been to introduce students to our nation's free enterprise system and to the study of entrepreneurship. The students operate a student company in which they elect officers, decide what items to sell, how much to sell them for, how to market the items, and how much profit (or loss) was made. They also create an annual report for their company.

Students have won numerous awards for their companies including highest sales in the Eastern Missouri area and 1st, 2nd, and 3rd places for their annual reports. Depending on the school year, I will have 5 or 6 classes and half are operating their businesses at the same time. My student company with the highest sales was a company that sold hoodies that they had designed and had gross sales of $21,000.

This November I am fortunate enough to be on a team of educators from my district who will be involved in updating the curriculum for our entrepreneurship class. We currently have the students create a business where they are responsible for all aspects of their company, from product decisions, company name, financials, marketing, etc. One of the updates I would like to see made to the curriculum is to give our students an opportunity to individually or on a smaller team, create real businesses of their choosing. Currently decisions are made as a class but I feel that it leaves out many students who may have different interests or ideas. With the state of our country's economy at the moment it is important to teach entrepreneurship as it becomes an even more important element of our economic growth and development. More students will be working towards self-employment and entrepreneurship classes will give them the tools necessary to be successful."
MO,"Fort Osage Career and Technology Center,
Entrepreneurial Studies Program",none listed,"Focus: High school vocational program

Abstract: The Entrepreneurial Studies Program serves high school seniors from Grain Valley, Oak Grove, Fort Osage, Independence (Truman and Chrisman), Blue Springs, and Blue Springs South. The program is a course designed to assist students with the essentials of planning, starting, and operating a business. Students will also learn about the rewards and challenges of small business management, finance, staff, technology, and the management processes necessary for success through classroom training, practical experience, and an internship.

The program is a joint venture with the Simon Youth Foundation and the school districts. They are located in the Independence Center mall. Students get the opportunity to work with managers and upper managers to experience the challenges they will face in running a business."
MO,The Learning Exchange—Exchange City,none listed,"Focus: Middle school students experience economics and entrepreneurship

Abstract: The mission of the Learning Exchange is to enable educators to imagine, investigate, and create new visions of teaching and learning to prepare students for our rapidly changing world. Exchange City is a hands-on learning experience for fifth and sixth graders about economics and entrepreneurship. The curriculum is presented in four progressive stages.

First, teachers, parents, and volunteers attend on-site training workshops. Next, students study a six-week classroom course about basic economic concepts. Everyone then travels to Exchange City for a day-long simulation where they play the roles of business owners, employees, consumers, and government officials. Afterwards, students complete an additional two weeks of classroom study.

Exchange City was created in 1980, and has graduated over 200,000 students from its two sites in Kansas City. Some 7,000 students participate in Exchange City in Indianapolis, the first replication site of a national licensing partnership with Junior Achievement, Inc."
MO,"McCluer North High School
Teaching Entrepreneurship in Block Scheduling",none listed,"Focus: High school students

Abstract: Are teachers and administrators in your school district exploring alternative schedules? What will happen if you are drawn away from the traditional 50-minute class period? With change comes challenge and opportunity! Discover many effective teaching strategies designed for block schedules. Learn how entrepreneurship students have a chance to get more involved with learning, and explore how class topics can be covered in greater depth within the block.

Susan Benassi has captured the entrepreneurial spirit at McCluer North High School, where she has taught for nearly 18 years. She has enthusiastically taught her junior and senior business students that entrepreneurship can be fun, while shifting from traditional to block scheduling in the 1999–2000 school year. Her goal is to motivate and encourage her students to create, grow, and expand successful businesses both domestically and globally.

She is glad to discuss ideas for engaging students through interaction, movement, and transitions."
MO,"Northwest High School
Entrepreneurship in Marketing and Business Education",none listed,"Focus: Vocational/marketing education program and entrepreneurship

Age Level: 11th and 12th grade

Abstract: Students in 11th or 12th grade may enroll. There are no prerequisites, but access to a computer is required. This semester-long class starts with an overview of entrepreneurship, including definitions, cases, and characteristics. After a brief introduction to economics, students begin developing a business plan that can be used to obtain financing and win suppliers, prospective employees, and customers. This is achieved using a step-by-step format, completing a project, and answering questions for each section. At the end of the semester, students correct and resubmit the plan in its entirety for final evaluation.

Students may easily format their class business plan into a written project for DECA competition. Students also get opportunity to speak with entrepreneurs through guest speakers and assignment formats. Opportunities exist to attend a chamber of commerce meeting, and to learn about various careers in areas such as property management, insurance, accounting, commercial banking, etc. There is no textbook, so all materials are generated by instructor through print, Internet, and actual company materials. An advisory board is used to lend authenticity.

Priese has a firm belief that this type of education is the most valuable type, because it promotes free enterprise, student individuality, and good self-esteem, and applies core learning to student-based interests."
MO,"Saint Louis University
Jefferson Smurfitt Center for Entrepreneurial Studies","http://www.eweb.slu.edu
http://www.slu.edu/centers/jsces/index.html 
","Focus: University-based leader in entrepreneurship education

Abstract: The Jefferson Smurfitt Center for Entrepreneurial Studies takes a leading role in promoting entrepreneurship and small business on local, national and international levels. The goal of the Center is to help improve economic life and the success of small business around the globe.

SLU's entrepreneurship program, in the management department in the John Cook School of Business, was ranked by Entrepreneur Magazine in the top tier of regional universities with comprehensive entrepreneurial programs. SLU's program was also ranked in the top three by other entrepreneurship program directors around the country. SLU entrepreneurship program has also been ranked in the top 20 in the country by U.S. News and World Report.

The SLU undergraduate entrepreneurship program is always named as one of the best in the country. In addition, the Jefferson Smurfit Center for Entrepreneurial Studies provides resources and promotes small business development on a national level. The Center also administers the Global Student Entrepreneur Awards, which recognize college students who also own and run their own businesses.

The Center was established in 1987 by Dr. Robert H. Brockhaus. At the same time the Center became the World Headquarters for the International Council for Small Business .

In 1990 they received an endowment from Jefferson Smurfit Corporation and received a Coleman Foundation Chair in Entrepreneurship endowed 1991. The Center is active on campus and in the community in support of various types of entrepreneurship education as follows:

Co-host of the 1993 Family Business Educator's Conference
1994 winner of national model program award by United States Association for Small Business and Entrepreneurship
Host of the 1995 Family Firm Institute Conference
Success Magazine in 1996 and 1998 ranked graduate entrepreneurship program #6 in country and faculty #1 in country
Success Magazine in 1997 ranked graduate entrepreneurship program in Top 25 in country and faculty #1 in country
U.S. News & World Report ranked graduate program #21 in country
Courses are taught by Dr. Robert Brockhaus and Dr. Jerome Katz as well as ""entrepreneurs in residence"" who co-teach and offer a unique perspective. An emphasis in entrepreneurship on the undergraduate and graduate level is available for the B.S.B.A. and M.B.A. degree programs, respectively.
They provide leadership for the Gateway Research Conference, an annual research conference begun in 1987 to address topics of interest to researchers in the entrepreneurship field. Popularity and relevancy of this conference led to its hosting by universities throughout the United States and Canada.
North American Collegiate Entrepreneur� Award Annual contest begun in 1988 in Missouri and recently expanded to North America for college students concurrently owning and operating a small business. Students compete at the state level, with winners continuing on to the national level for a first place prize of $5,000. See the website for further information. http://nace.slu.edu
Family Firm Forum (FFF). A membership program begun in 1994 for area family-owned businesses to address issues pertinent to them and assure their success for future generations. (See the website for further information. http://www.slu.edu/centers/jsces/fff/ This family business program works closely with local firms, learning their needs and providing the kind of education that will keep them economically viable. Established in 1994, the FFF provides a stimulating setting for family businesses to develop strategies for growth. Each year has provided a building block of information with successive year's topics dealing with contemporary and timely issues of family businesses.
Student Activities. The entrepreneurship student club is open to students of all majors, not just the School of Business. A local SIFE Chapter (Students in Free Enterprise) and CEO (Collegiate Entrepreneurs Organization) are represented on campus. Activities include volunteering at inner city schools, awareness of entrepreneurship and small business, various sale ventures, and social activities such as BBQ's, hay rides, swim parties, etc. Participation and competition at regional conferences of SIFE and CEO have met with 1st Runner Up and Rookie of the Year Awards in recent years.
Distinguished Lecturer in Entrepreneurship. J.W. Kisling, Chairman of Multiplex Company. The purpose of this position is to provide an avenue whereby students and faculty of the School of Business and Administration can benefit from the knowledge and expertise of individuals who have attained notable success in their business careers, and who are deeply committed to excellence in university-level education. Mr. Kisling teaches, conducts seminars, counsels students, conducts research, and writes and serves the school in a variety of other ways."
MO,"University of Missouri - St Louis
American Dream Youthpreneurship Program",none listed,"Focus: High school entrepreneurship education

Geographic Area: St. Louis metropolitan area

Products and Services: Teaching Entrepreneurship graduate course for high school teachers, Entrepreneurship Institute for high school students, Entrepreneurship Competition for high school students

Age Level: High school students

Sponsors: University of Missouri-St. Louis, Missouri Council on Economic Education, and various community businesses and organizations

Abstract: Carpenter? Lawyer? Chemist? Entrepreneur! In the American Dream Youthpreneurship Program students realize entrepreneurship as a career alternative and see that any interest can present an opportunity for self-employment. The American Dream Youthpreneurship Program begins with teachers of any discipline learning the fundamentals of entrepreneurship and then integrating it into their curriculum. Students in these teachers' classes attend the Entrepreneurship Institute. In the spring, they may enter the Entrepreneurship Competition, where they can compete for seed-money or scholarship awards.

Teacher Education
The program begins with a three-credit graduate course offered over one week in August and continued throughout the fall semester with ten to twelve hours of class and meeting time. The course is offered to high school teachers throughout the St. Louis area regardless of the teacher's discipline. Each teacher is required to incorporate entrepreneurship education into his or her class throughout the semester. Teachers are also required to submit an implementation plan for incorporating entrepreneurship into their curriculum, a journal recording the successes and challenges of their implementation plan and an evaluation device. Although these materials are not published, they are distributed to teachers in subsequent Teaching Entrepreneurship classes as guides in their own teaching. The course is taught by university faculty from the Center for Entrepreneurship and Economic Education with selected entrepreneurs and experts in entrepreneurship education serving as guest lecturers.

Entrepreneurship Institute
This two-day institute is offered in late fall and is open to the participating teachers and the students enrolled in their classes. Students and teachers must attend both days. During the first day of the institute, students meet with area entrepreneurs, attend class to review the concepts of business development, and form groups to develop a business proposal and presentation. After refining their proposals and presentations for three weeks, students attend the second day of the institute where they again meet with entrepreneurs. They make their business presentations, first within their class of students. Small business development professionals and entrepreneurs are on hand to nominate those businesses that will go forward to present to the entire institute.

Entrepreneurship Competition
In the spring, student entrepreneurs assemble at the university to present their businesses to commercial loan officers, representatives of the Small Business Administration, venture capitalists, entrepreneurs and other interested parties. In addition to these networking opportunities, a panel of judges chooses the Young Entrepreneurs of the Year and runners up in two separate divisions: scholarship and start-up. Student presentations consist of a description of their good or service, a sample of their product, their business plan, their marketing plan and any other information they deem necessary to sell their product idea. Students receive assistance in preparing their presentation from their teachers or other mentors."
MO,"Wellston School District 
ABC=KIDS and CO. Project",none listed,"Focus: At-risk African-American minority students

Geographic Area: St Louis, MO

Products and Services: Teaching entrepreneurial skills

Age Level: Students from kindergarten to 12th grade

Key Partners: Wellston School District, the business community, college serving groups, senior volunteers, the community at large, the Jefferson-Smurfit Center for Entrepreneurial Studies housed on the St. Louis University campus, and the St. Louis Enterprise Community.

Abstract: The ABC (Attendance/Behavior/Character) = KIDS and CO. Project serves students from kindergarten to 12th grade, who have an active role in this program. Wellston School District has a population of 900 at-risk African-American minority students—living in an urban setting just recently declared an economic empowerment zone—who are impacted by this program's existence.

The ABC=KIDS and CO. Project's overall purpose is to teach entrepreneurial skills to at-risk youths from kindergarten through high school in the Wellston School District. The program:

introduces low-income students to the world of business and entrepreneurship by teaching them how to develop a small business;
enables students to learn the concepts of self-esteem, self-sufficiency, and a free market society
provides basic educational skills, including reading, writing, math, social studies, and public speaking through entrepreneurship education;
gives students the opportunity to develop and demonstrate critical and creative thinking skills and is a school-to-work transition opportunity.
The ABC=KIDS and CO. project provides opportunities for all participating students at each school to focus on improved Attendance (A), improved Behavior (B), and Character development (C) and to extend student learning beyond the classroom via opportunities to use academic skills and real-life knowledge to become mini-entrepreneurs in KIDS and CO.

This program is unique because it is the only one of its kind in our area that has a behavior modification component connected with it. We are the only entrepreneurial program that has been featured on the front page of our major newspaper, the Post-Dispatch (issued Friday, November 29, 1996). ABC=KIDS and CO. is a collaborative effort involving the Wellston School District, the business community, college serving groups, senior volunteers, the community at large, the Jefferson-Smurfit Center for Entrepreneurial Studies housed on the St. Louis University campus, and the St. Louis Enterprise Community."
MS,"Delta State University
Premier FastTrac",none listed,"Focus: Four-year College/University

Abstract: Based in the Center for Economic Development at Delta State University, the FastTrac program in the Mississippi Delta has become an innovative program for encouraging entrepreneurship. FastTrac is a program of the Entrepreneurial Education Foundation, which is funded by private foundation resources through the Center for Entrepreneurial Leadership (CEL) Ewing Marion Kauffman Foundation in Kansas City, Missouri. The CEL was founded to serve as a catalyst for understanding, supporting, and accelerating entrepreneurship in America to fulfill the mission of self-sufficient people in ""healthy"" communities.

Premier FastTrac is two programs: FastTrac I, which assists potential entrepreneurs and FastTrac II, which is designed for individuals who already have a business. The FastTrac program is an educational process much like other courses in an educational setting; it is based on pertinent, logical, and timely business issues. The program helps launch or grow a business through practical business management skills used by leading entrepreneurial firms. All FastTrac programs combine interactive instruction with one-on-one coaching, peer learning, guest speakers, and comprehensive workbooks. FastTrac I is based on nine sessions where perspective entrepreneurs prepare a feasibility plan for their new business. FastTrac II is based on 11 sessions where entrepreneurs already in business receive information on strategies for business development and higher levels of success.

Over 16,000 entrepreneurs have graduated from programs in more than 30 states and Canada. Seventy-four percent of FastTrac program graduates are still operating profitably after six years. The program in the Mississippi delta began in 1995. During 1995–96, 75 people enrolled in the program, with 59 graduating. During 1996–97, 84 enrolled, with 74 completing the program."
MS,"Economic Alternatives
Small Business Development and Employment Resource",none listed,"Focus: To assist minority individuals to explore options for employment.

Geographic Area: Primarily, but not exclusively, in Marshall County

Products and Services: Assistance for minority individuals

Age Level: Adults

Abstract: Economic Alternatives, established in 1994 in Holly Springs, Mississippi, was a concrete response to the employment needs in Marshall County. Marshall County, which borders Tennessee, at one time had one of the higher unemployment rates in the state. Only 25 percent of the population had a high school diploma or equivalent, and 6.3 percent of the population had a bachelor's degree.

Per capita income in 1992 was around $12,000, and in 1995 roughly 23.4 percent of the county's population lived below the poverty level. Comparatively, 20.2 percent of Mississippians lived below the poverty level that same year. Surrounded by other small, rural towns, Holly Springs, with its population of approximately 12,000, seemed to be in a downward spiral. Benton County, the eastern neighbor of Marshall, had an even more dismal outlook, partly due to the presence of a national forest and its impact on tax revenues. However, with three new plant openings in the past two years, the unemployment rate in Marshall County has dropped to 4.6 percent and Benton County to 4.8 percent.

Key Elements: 
Business plan assistance
Financial resource referrals
Basic computer literacy classes
Individual referrals and job placement
Creation of a jobs skill directory
Small-business workshops
Partnerships with Small Business Development Center Network and Cooperative Extension
Mentorships
Through the Self Employment Loan Fund, Economic Alternatives provides low-interest loans between $500 and $2,500."
MS,"Gautier High School
Pascagoula Municipal Separate School District",none listed,"Focus: Entrepreneurship education for students with disabilities

Abstract: The entrepreneurship education program is a tool that is preparing students with disabilities for the real world. The students in the program identify their interest through a process known as Person Center Planning. They identify how/where work is best performed, and support needs that may be necessary for them when working. This requires the teacher and support people to spend time doing things with the students that are typical. Support people are mentors from the regular classroom.

The mentors come into the classroom to help tutor the students, to teach socialization skills or other activities. Good discovery results in identifying and clarifying just why the student wishes to embark on owning and establishing his or her own business. In addition to learning how to set up a business, the students have learned how to manage money, banking skills, how to do paperwork, and reading skills have been incorporated into the program.

Some of the businesses started by students in the program include:

Soapy Gator Car Wash is owned by a student. The business is an auto detailing business that serves faculty and the community.
First Class Laundry washes, dries, folds, and irons clothes for the neighboring schools and the community.
Katherine's Coffee Cart is located on the campus of a local university. The coffee cart serves a variety of cookies and coffee for college students and faculty. There also has been collaboration with agencies such as Vocational Rehabilitation, family, peers, and the community in making the owner's dreams become reality.
Gator Goodies is a project that promotes interest in the careers of baking, customer aservice and satisfaction as well as business management.
Gator Gift Shop makes gift cards and balloon bouquets for special occasions.
The program has provided a career opportunity for students who may never go to college. The entrepreneurial experience has been a way to upgrade the students' abilities to success as an employee as well as an entrepreneur. The program has also provided experience for the students to see new opportunities for their lives. The entrepreneur experience has empowered students with disabilities to become self-sufficient, independent, income-producing citizens of our community."
